author	comment
@BabyVenom-w2n	You should add courses that are better than this one instead of just mocking.
@duppy9012	wait did you complete the whole cert in less than a week? haha nice.
@angelphavong3967	i feel like this certificate is a scam, you do learn things but most of it it’s intro level knowledge. You can’t take the sec+ after this. You won’t get a job after this, most cyber jobs require a degree, whatever youtuber you watching saying you don’t need a degree they’re lying. Either get a degree or gain hella experience in IT.
@blackdonte24	Bullshit, plenty of people in IT working off just certificates. Not to mention Google never tells you you can take sec+ upon finishing the course. They give you a discount toward the exam and study aids. Nice try
@seanjamesmacleod241	Funny he says this and yet other people in the industry say it’s a good course for introduction
@francisfrancis1153	It's better than the Microsoft version.
@Fazettn1	How much did you pay for the whole cybersecurity program ? 
@whyworkwhenicanrap6830	Will google hire me
@yellew88	6:35 7 hours per day??
@VyseMalice	It's completely worthless. You can take 8 tests. Get the cert. Not watch a single video; and you get multiple attempts. Total course can be completed in less than 45 minutes; I took the ACTUAL CLASS like you did. Watched everything (skipping ahead on videos I already knew since I just passed my Comptia Sec+ and just wanted the dual badge for online resumes. My cousin worked as an IT HIRING HR PERSON FOR GOOGLE HERSELF, and at Christmas this year; told me to my face, struggling in the industry that she wouldn't even bother looking at my Github; she threw anything in the trash that wasn't a harvard style resume, and when I quizzed her on people lying on resumes and not knowing anything and getting jobs being a huge problem; and youtubers pushing complete lies about these certs qualifying you for a job. This type of fake certification nonsense is what's destroying the industry, aside from Machine Learning Models, which will replace 80% of IT jobs in the next 2 years.
@aouss.altwaijry	Probably most of Coursera courses are trash.
@markgreen2170	no windows, lol! you know, even microsoft is using linux now...
@YvonnMcCombs	+sub . looking for a google certificate that can give me a job.
@MALmaxx	The name says it all. CERTIFICATE = toilet paper\nYou need a  DIPLOMA to start with and a ton of experience .
@MALmaxx	Warever you say....
@triumphant_54	They all Trash, security plus is only consider great bcuz it's been around for Long and have been endorsed be the US government.\nGoogle cert on the other hand atleast give u a taste of hand on pratical which any good learner can use  and go deeper in python, Linux and SQl.all the theorical topic can still be dive into on all the framework website. My Verdict: Google Cyber cert is new n need improvement while security plus is overated, a bunch of theory and cramping for a exams and u don't really know how things work, if it wasn't for the endorsement by US government nobody will sit for Sec+, they should  buy books and read... \nBlue Team Level 1 should be gold standard for entry level blue team cert. Also CCD  is New but no entry to intermediate  blueteam certification can Touch it.\nIn Term of depth of knowledge and value for money.
@triumphant_54	 @JonGoodCyber  i respect your view and i'm aware of your Technical knowledge but like i said and will confidently say again. just reading a concept  will never beat reading a concept and applying it in a training. you're talking to somebody who have a tech qualification also and i did sect+ as a model. it's overrated for the price, it's overrated for the status it has. it's a highly endorsed cert that's why we all have to take it and that's the true. i will wait for 701 training when it comes out and i will buy your course just to proof my point.... take care Sir..
@jennifersilves4195	7 hours per WEEK.
@jennifersilves4195	 @JonGoodCyber  The six months is based on 7 hours a week not a day... people keep saying 7 hours a day. \n\nI appreciate the vid!
@odan7564	I am finishing up the google certification… is a woke mess…
@jeremymetcalf2502	Money grab.
@jeremymetcalf2502	 @JonGoodCyber  once you said you could go back at anytime to complete things, and you did it within a week, and they didn't red flag it?  Come on......
@jeremymetcalf2502	 @JonGoodCyber  What could you honestly learn within a week?
@jeremymetcalf2502	" @JonGoodCyber  my point is,  how does this benefit a hiring company, if someone isn't held to any standard at all?  I could probably Google all these answers and get a certificate.  There's no real accountability.  And if I mess up, I can just keep trying until I ""pass"".  \n\nI know I'm probably overthinking this.  But it just doesn't seem like it really does anything at the end of the day, except make Google/Coursera rich."
@lovelymaylopez2090	Thank you for the reviews!
@StockPileSparky	Very informative video thank you
@NicholasAdams-s4k	You did an amazing job! I feel more informed. 
@KennethLee-f1v	Seems like a comprehensive course, but I’m curious how quickly I can complete it if I’m doing this part-time.
@Hulme2-sn4dg	Thanks for the insights!
@Lucass9021	Has anyone taken this course already? How was the learning experience compared to what’s advertised?
@ChristopherLee-xo7jz	Sounds great, but how does it compare to other UX courses out there? I’m trying to decide between this and another program.
@NathanCooper111	This UX course looks pretty cool! I’m curious if it’s as hands-on as it sounds
@ITAngel	Nice!
@Evan_T11	I’ve seen mixed reviews. Is it worth the money, or just another flashy course?
@thorntoncaleb1122	Quick Q—are the tools they teach in the course industry-standard or just basic stuff?
@Caleb_W65	Do you get feedback on your portfolio projects during the course, or is it mostly self-directed?
